title,reviewer_name,num_reviews,num_followers,star_rating,review_text,num_likes,num_comments
The Great Transition,Camelia Rose,721,98,3,"I am glad to see that because more and more writers address the issue of climate change, a new sub-genre has emerged: cli-fi, speculative fiction that imagines how we, as human race, react to the climate disasters brought upon by ourselves. The Great Transition by Nick Fuller Googins is one of them. After decades of warning signs, the West Antarctic Ice Sheet finally collapses. Global sea level rises above 3 meters. All major coastal cities are lost. Yet, instead of descending to total chaos, the world (especially the US) kind of pulls through and survives. Are American people capable of seeing what truly matters and unite across color and religion lines?  The Great Transition is set in a post-climate-change world that has been utterly changed by climate disasters and the “great transition” afterwards.It’s rare to find a near-future speculative fiction about climate change that is not dystopia. Although it is not an utopia, it has a positive atmosphere with a mixed socialism and capitalism flavor. Yet, the repeated “revolution is not a dinner party” by one of the characters just makes me cringe. My biggest problem is that the main character Emi, a teenage girl and a child of survivors, has anorexia. How utterly impossible. Anorexia is a modern, western phenomenon influenced by popular but unhealthy body images. It is socially contagious and only thrives in a world that has abundance of food. None of these apply to a society that barely survived a world ending disaster. Quotes:P103:""I remember one study that got some attention after the Transition--it showed how suicides had dropped in direct relationship to enrollment numbers. Especially young people. Especially young men. I believe it. Sometimes heading back after pouring concrete all night by floodlight–the sky glowing red with dawn–the ferry captain would pull the horn for no good reason and we would all raise a fist and launch into “This Land Is Your Land” or some other song. Cheesy but it shot tears to my eyes. Partly from exhaustion. Partly from living the end of the world together. As a family. And doing something about it. Trying.”",5,0
The Great Transition,Candie,349,133,4,"This was well written, thought-provoking, political and thrilling. Overall, it was a very good book. The story really hooked me because with the current course the world is on right now, it all just seemed so possible. It's terrifying to think what the future could hold if we don't start looking after our planet better. I liked the characters and their stories and the parent/child relationships. I enjoyed reading about the different aspects and effects of the different parenting styles of each parent. I received a copy of this book through Netgalley in exchange for an honest review.",5,0
The Great Transition,Fred Forbes,"1,021",57,3,"Ever heard the expression ""jumped the shark""? It is the moment a TV series begins it's descent from greatness. Refers to an episode of ""Happy Days"" where the Fonz, the cool motorcycle guy, jumps over a caged shark on water skis. The show was never the same. It seems to me that one way to cause a show to jump the shark is to insert kids into the plot - think ""Mad About You"", ""The Closer"", ""Major Case"", ""NCIS Hawaii"", and others. Once the kid gets involved, particularly if it is a snarky teenager, some of the narrative drive dissipates. Such is the case here. (Note that stories mainly about kids, the Potter series, for example, and some excellent Young Adult writing are not what I am referring too.)The pattern of the teen daughter's interview with her mother - ""My Mom, Me, My Mom, Me"" was driving me batty in the audio version, probably not as distracting in the print version.I am also not a big fan of vigilante domestic terrorists - if the world collapses as it does here, it will be all of our faults, our unwillingness to change world threatening habits, not just a few greedy capitalists who bring us to grief so hunting them down for assassination is not a cause I can get behind. Tough for me to work up much sympathy for those chasing them down.Given the positive reviews, a lot of folks enjoyed this story, just not for me.",4,0
The Great Transition,Oleksandr Zholud,"1,200",119,3,"This is a debut cli-fi/SF/post-apoc thriller, set in the world that started actively work to prevent further degradation of the environment and reverse some of its negative effects. I read it as a part of the monthly reading for December 2023 at  SFF Hot from Printers: New Releases group.The book starts by outlining the main characters and the world around them. We meet a family, which consists of a 15-year-old girl Emiliana (Emi) Vargas, a fan of the oldies music (before the Great Transition) with eating distortion, that is likely a guilt that she cannot fight for a better world, as both her parents have done. Her mom Kristina was one of the initial firebrands that started to change the world and is still driven by the idea to stop degradation of the environment and punish the guilty. She tries to grow Emi stronger, assuming that an easy life will make her soft. Her dad Larch, who was a minor celebrity of the movement (his backstory is told later), now works as a community cook and dietary specialist of a local sports team and he is the one who stays with Emi while Kristina is away. Now Kristina once again plans to leave for another important project, warning her (mostly estranged) husband and daughter not to go at Day Zero (or Z-day) celebrations. They assume it is just her anger about complacency and self-congratulations when so much is yet to be done, and go anyway. When Larch drops her a video of happy dancing Emi, Kristina commands them to leave immediately, but its too late: a bunch of drones shot local dignitaries. As it turns out, an organization called Furies decided to assassinate the ‘criminal class’, who profited from the destruction of the eco-sphere and then united with rebels, who like a wave throw away the old world.The characters are fleshed-out, the story is well-paced and while narrated by Larch and Emi, it doesn’t distract the flow. For a debut novel, it is quite solidly done. And while I fully support one of the messages – “the Great Transition was essential for our survival, but should have started decades, or even a century, earlier”, I’m much less convinced that the depicted communalist society will effectively work for a long time. I just know a lot about failed experiments in the 1920s USSR, where groups of enthusiasts tried to build a new society from themselves – most of them weren’t squeezed out by the secret police or the like. In particular, the question of taking good housing from exploitive classes and giving to the poor is well outlined in наказание жилищем: Жилищная политика в СССР как средство управления людьми 1917-1937, which I reviewed here. The story, while claiming to depict the whole world is so US-centric… a small example, Emi “I have her pick any year, any place on earth, and I recite the top song at that time.” But actually she listens to Western music (from Prince to Nirvana to Chuck Berry) but never mentions Chinese, Indian, Latin American etc. musicians. This is a minor detail, but it hides a larger problem – for a lot of the world the question of environmental degradation is not the most important for today – say the number of people affected by hunger is highest on the African continent where 20% of the population don’t get enough to eat. In Sub-Saharan Africa, 1 in 3 children experience stunted growth because they don’t get enough food or vitamins. And while, yes, definitely, one of the important sources is climate change, halting the extraction of hydrocarbons overnight will worsen their situation.",4,0
The Great Transition,Marilynn,50,7,5,"I have learned a lot reading Climate Fiction and this novel leaves me hungry for more. With a family drama overlay, this is a very timely read during hottest summer on record, Canadian forest fires that will burn for months and an expected Saharan dust storm headed my way. (This is my real life.) Things are a bit worse in this story, and we watch as a family struggles to understand their roles in the changing world following a total collapse of the environment and the early stages of rebuilding a world with zero emissions. I loved the believability of this story and the book unfolded like a movie in my mind. Dual timelines were clear; thank you, dear author. In the way that Fahrenheit 451 is still relevant today, this book has a very important message about our planet. I LOVED the crisp writing style of this thoroughly enjoyable novel. Thank you to Net Galley for an early copy of this novel.",4,0
The Great Transition,Leah (Jane Speare),"1,430",430,5,"4.5 Reading this book made me ask myself where we draw the line nowadays at dystopian stories versus near-future or could-be-tomorrow stories. I'd say the strongest comparison is Station Eleven in human-dynamics, meets The Road in writing style. Making this a pretty darn impressive debut novel.That being said, it's one of those near-future books that will not comfort you, not really bring you hope that we will figure things out eventually. Instead it reads like a cautionary tale and asks where we draw the line at justifiable actions. Climate criminals (oil companies, billionaires, etc) are responsible for the state of this planet; they know what they are doing and promoting is harming millions of people and will likely never see consequences for those actions. Emi's mother is part of a group that assassinates climate criminals. During this fictional transition period (between the collapse of society as we know it and a new system rising in its place) while the world's populace did stop the absolute worst from happening to the planet, all the people responsible still got away with it. And in this almost-dystopia, Emi's mom is of the mind that the semi-recovering state that they live in right now is too precarious to enjoy and moving forward cannot happen until the perpetrators of the apocalypse are dead and unable to continue the cycle.If we look at this book as a how-to for dystopian times, it causes some questions: like how do we balance enjoying life (you only live once!) and contributing in acts of (violent) justice - whatever that may look like. Complacency is dangerous, but to not even enjoy living in the world...what's the point? Where's the line between the two? I was angry at Emi's mom most of the time for her harshness and never giving up the battle...but I also understood it. I'm not sure what I would have done in her shoes. Her trauma through the transition shaped who she was and I can't judge that. Overall, this is an important book to read at this time and climate, but it was also uncomfortable to see this easily-possible imaginative future world that made me think maybe we wouldn't get through all this intact.Major TW for eating disorder for the child, Emi.",4,0
The Great Transition,,,,,"Just what I was looking for: an optimistic-but-realistic, deeply considered (and deeply researched) story of a climate-change future. No endless power hungry corrupt governments, no we're-eating-each-other-and-shanking-each-other-with-truck-leaf-spring-shivs future, but rather a story of committed groups and movements struggling through the hard work of building a better future, and the ways communities and families come together (and get pulled apart) by forces bigger than themselves.",4,0
The Great Transition,Kim McGee,"3,149",76,4,"If, or in this case when, we cut emissions to zero to halt the ever looming climate disasters what would that world look like? In this debut one possible future is explored. As part of the Great Transition everyone worked together to achieve zero emissions and a new society of cooperative help and awareness was born. Larch and his wife Kristina remember the world before Day Zero as they fell in love in a hospital after being injured fighting wildfires but this is the only world their teenage daughter Emi has ever known. While she is still concerned with getting her term project finished and trying to figure out her parents her world is shaken when a terrorist attack occurs and her mom, named a suspect is missing. Not knowing who to trust or what they will learn, they set out to find Kristina and get answers. This speculative story of our future focuses on a positive outcome to what will be a frightening reality of climate disasters to come while keeping us tethered to characters that we can all relate to. Scary and hopeful in equal measure this will appeal to science fiction readers as well as those who want a family drama with deep dives into the characters. It is a story that both young adult and adult audiences need to read now. My thanks to the publisher for the advance copy.",4,0
The Great Transition,Cat,44,6,5,"For a review, I will just copy the text of the DM I sent the author on instagram. I might have gone on a bit too long, but that’s okay. I was fortunate enough to get an ARC from my local bookstore as a giveaway, and read it in a day (when I should have been grading). Thank you for writing a book that takes a clear eyed view of the possible (and likely) tragedies to come but also for giving so much hope. I’m working on a proposal to teach a science fiction literature course at the high school I work at, and I’m already planning to find a way to make it a cornerstone novel for one of the units. I have a 16 year old and the hopelessness that their generation struggles with (because the world is on fire, so who cares about they do in their future, they won’t be alive to see it) is sometimes overwhelming. Your novel gives hope, in a real way. Good science fiction asks and proposes what it means to be human, but the very best asks and proposes what we owe to each other. Yours is in the latter category. Thank you. Sincerely, this was my favorite book of the last several years, and I read a LOT (HS English teacher).",4,0
The Great Transition,Henry Chan,21,,5,5 stars.A fun read. Great character work. Larch is probably the best written character I’ve read all year. I thought his relationship with Kristina was pretty nuanced and you could empathize with both characters. First climate fiction novel I’ve read and I appreciate that it’s still hopeful despite all the awful things that happen. A little unsettling to read this while we live through our own climate crisis.,4,0
The Great Transition,Jessica,93,,5,"I absolutely adored this book. Many thanks to Atria Books and Netgalley for the ARC, and to Water Street Books in Exeter NH for recommending this so highly!Here are five things I loved about this five star read:1) The prose was wonderful. It truly set the scene, and adapted to fit each character well. I’m actually kind of sad this is a debut because I would like to read more books by this author ASAP.2) The dual POVs were very strong. At first I wished we had Kristina’s as well, but the further I got in, the more glad I was we didn’t because it heightened the mystery aspect of the plot, and because I think we got just enough of her motivations (especially through the essay device used) from the others’. I loved how they were balanced, and how each character’s motivations, needs, and actions were realistic for their personalities (even when they were diametrically opposed from one another).3) The references to pop culture from our current time and recent past grounded the story in the real world, which made it all the more frightening.4) I never felt the author was over-explaining the world of his story, which is rampant in a lot of speculative/science fiction. The reader gets just enough information at the right time to propel the story along, and to keep them invested.5) Reading this during the ongoing crisis in Maui has been especially eye opening and powerful because it shows that the events of this story can happen, and likely will continue to if we don’t do something. Climate change is one of the biggest threats to our lives right now and if we, as a global community, don’t act as soon as possible, it will be too late. We only have one world and we need to save it. I can’t recommend this book enough. The Great Transition is out today!",3,0
The Great Transition,Laurel,363,11,5,"“We don’t get to choose which battles we’re born into,” she says. “The only thing we get is to choose what we'll do. Will we join the fight? Or will we turn our backs?”This might be the best book I read all year. This utopian climate fiction (cli-fi) spans many years and places through the lives of several intertwined characters and paints a vivid portrait of our planet in the not-so-distant future through compelling and relatable characters. It’s one of very few books I might want to read again.",3,0
The Great Transition,Laura,84,8,5,"Holy shit, this is EXACTLY the kind of book I've been looking for: a plausible vision of a society that overthrows capitalism and extractivism, prevents the worst of climate collapse, and builds a just, sustainable, democratic world in the ruins of the old one. It does all this without sugarcoating just how messy the process of transformation is, or how bad things can get before it starts - how many losses are already unavoidable. It grapples with the emotional impacts of living through such upheaval and fighting the entrenched forces of the ""destroying classes"" (I love that term), how those impacts affect relationships and families and how they pass down the trauma to the next generation. It also grapples with questions of accountability, how to balance celebrating victories with staying vigilant, how to truly prevent the destroying classes from taking over again, what actions are justifiable in order to save not only the people you love, but the whole planet. Unlike other books similar I've tried to read and found dissatisfying, the book tells the story of mass protest movements, unions, and the major disruption necessary to transform society. The author truly *gets* the amount of upheaval, disruption, and solidarity necessary to make change on such an enormous scale. This is a book that's informed by labor organizing, climate justice, mutual aid, Indigenous sovereignty, migrant justice, eco-socialism, and more. It's a well-researched and frighteningly plausible vision of just how bad things can get before we manage to transform society, as well as an ultimately hopeful vision of how we can prevent the worst of climate collapse and build a better world.Also, a love of music runs throughout the story. I love the idea of kids decades from now now listening to Nirvana, the Smashing Pumpkins, Queen, and Taylor Swift! And bonus points for a mention of contra dancing, which was a big part of my life at one point, and which I'm always happy to see mentioned anywhere. It's thrilling and absorbing - I read it all in one day. And it really packs a punch emotionally, especially since I know that nearly all of the traumas and losses suffered by the characters are based on real things that are already happening as climate breakdown accelerates and governments respond with repression. There are certain moments of the book that will just keep punching me in the gut every time I think of them. If I could change anything about what is otherwise an incredible book, I would add more disability and trans representation. There are multiple queer characters, and hints that one of the main characters is queer, but not a single trans person mentioned across decades of history - which felt unrealistic to me, particularly since so many trans people are involved in social justice movements. There is also some disability rep - one of the main characters has an eating disorder, and multiple characters are injured temporarily or permanently while doing the dangerous work of restoring ecosystems and building infrastructure - but little, if any, mention of people who are disabled in ways that make them unable to do hard physical work. The book never mentions the covid pandemic, and it's unclear whether the story splits off from the real world before or after it - but even without the mass death and disabling event we're currently living through, there would be plenty of people with a wide range of disabilities, and any revolution worth its salt would need to take their needs into account, as well as learn from them about mutual aid, interdependence, meeting conflicting access needs, and dealing with extreme change and uncertainty. There are a few mentions of a Care Corps that provides child care and elder care, and I wish there were a third section that provided care for disabled and chronically ill people who need it. Also, there are a few very brief bits of fatphobia, such as when one teenage character reassures another that the guards walking by are no threat to them because they're old and fat (sigh). It is sadly plausible that fatphobia would persist in a revolutionary future, but I wish the book at least acknowledged it as a bad thing.",2,0
The Great Transition,Shannon (It Starts At Midnight),"1,232","1,070",5,"4.5*Fine, I'll admit it: the first thing about this book that caught my eye was the cover. So sue me. But I am so glad it did, because it was great, and a very ""me"" book! The world has tried to bounce back after climate change brought it to the brink. It's interesting, starting the story after the dramatic bits, the catastrophic bits, went down, and now the world is in the middle of trying to rebuild, to make changes. We meet a family, teenage Emi and her parents Larch and Kristina who are living in a new city in Nuuk Greenland. They seem a lot like a current era family at first look, Emi is having some typical teen struggles with friends and extracurriculars, and Larch and Kristina are seeing quite a bit of degradation in their marriage. When Emi has to interview them (and others) for her school project for the Great Transition, she (and we, the reader) are gifted with their stories of how they contributed to the world getting to where it is today.In the midst of hearing about Emi's project, and seeing how the world has changed, Kristina leaves to volunteer in New York City, which is basically a mess, and she goes AWOL. Meanwhile, the celebration for the Great Transition has been disrupted by an attack by a revolutionary group. Larch becomes quite worried about Kristina, so they head to old America to find her, and hopefully rescue her. But nothing is what it seems at first look, and Larch and Kristina have grown more apart than he even realized.The story alternates between past and present, and we get to see the world as it was when it collapsed, how it was during the collapse, and then the process to rebuild. And of course, we get to see the current society, as well as the problems that are underlying in it, that perhaps the citizens were unaware of, much as we throw ourselves into denial about our current state of affairs. It also focuses a lot on family, and how changes in the family happen. The characters have to do a lot of introspection, and figuring out what they want, and what they want their role in this world to be.It is certainly a quieter book, for the most part, but is certainly character and growth driven.  It is also so thought provoking, because in this book, a lot of people stand up and do their part to help rebuild the world. I simply do not know that people would actually do that in our world, and it certainly makes one think. One thing that was a bit troubling for me was the lack of quotation marks around discussion, it sometimes took me a bit to realize that someone was speaking. I don't know if this is just in the unfinished copy or whether it is just like that, but anyway, that is just a nitpicky thing for me. Oh, and bonus points that the WNBA is a big part of this story! I loved that, because I freaking love seeing women's sports celebrated (in this case, even more so than men's!)
Bottom Line: 
Thought provoking and lovely, The Great Transition focuses on family and rebuilding, and who you want to be in the world you find yourself in.You can find the full review and all the fancy and/or randomness that accompanies it at It Starts at Midnight",2,0
The Great Transition,Robin Beard,350,2,4,"The Great Transition is not a book I would typically choose (dystopian climate fiction), but it came highly recommended. And, I am so glad I branched out. Thank you to NetGalledy, Atria Books, and Cindy Burnett at Thoughts from a Page for the advanced ecopy of this book. Expected pub date is August 15, 2023.Larch and Kristina are two heroes of the Great Transition with numerous deployments and assignments as they strive towards achieving net-zero emissions for the entire planet. When this is achieved, it is called Day Zero and is marked annually with celebrations. The two marry and have a daughter, Emi. The story is told from their perspectives in reflecting on whether Day Zero actually marks the end of the battle or if there is still work to be done. An interesting perspective with some strong political views told in a creative way.",2,0
The Great Transition,Claire Curtis,168,3,3,3.5Nice world building if a life in a climate changed future. Fairly obvious set up for some ongoing action against remaining climate criminals. An awkward amount of time spent with the protagonist’s inner brain on disordered eating (like a fine topic and all but both tended to the pro-ana talking points and just seemed to be the only way for the author to express her worries). And why doesn’t anyone on the basketball team like her? An enduring mystery.,2,0
Holly,LTJ,154,186,5,"“Holly” by Stephen King is a book I’ve been waiting a very long time to finally read. You see, before “Holly” was officially published on 9/5/23, I went on a Holly-inspired reading marathon so I could jump in and be fully caught up. I’m talking about taking an entire week off of work to enjoy a BOOKcation with everything involving Holly. That’s right ladies and gentlemen, I devoured four novels and an entire short story collection written by King that featured Holly and it was such a rewarding reading experience.Just so you know, to get the most out of “Holly” I highly recommend that you read all five books she is in before reading this novel. The order to read them are…Mr. Mercedes -> Finders Keepers -> End of Watch -> The Outsider -> If It Bleeds -> HollyNow before I jump into my review of this novel, here’s a list of the trigger warnings I found while reading…- Homophobic comments- COVID-19 pandemic- Cannibalism- Politics- Racism- Sexual harassment - Rape- Abortion- Cancer- Alzheimer’s Disease- School shootingsIf any of these trigger you, please don’t read this novel. One more thing I’d like to mention is my thoughts on how tons of readers hated the heavy use of politics, COVID-19, masking, vaxxing, and all that jazz in this novel to the point of being rude and mean to each other due to differences of opinion. As always, reading is subjective and everyone reads for different reasons. Some like the escapism of novels and want to stay away from anything involving world and political events. Others don’t care at all and welcome it for whatever reason. Some will DNF a novel the moment they see things like that because they completely disagree and get all worked up. Others will enjoy it because they agree with that side of the debate.Whatever the case may be, do whatever makes you happy as long as it’s not at the expense of treating others badly. It’s important to remember that if readers completely disagree with King’s views on politics, masking, vaxxing, etc., it’s okay to stop reading and move on to something else. Just please don’t start attacking your fellow Constant Readers because they agree with him on these kinds of topics or vice versa. We’re all readers at heart with different genres and topics we enjoy so no need to attack or be rude to each other over political differences or how people ultimately feel about COVID, masking, vaccinations, etc.In my opinion, King is 75 years old and will be 76 years old on 9/21/23. The fact that he is still writing novels at such a high level is nothing short of incredible. I’m just glad he is because he will forever be my all-time favorite author. Regardless of how you feel about his own political views and opinions on COVID, masking, vaccinations, etc., if you are a horror reader at one point or other in your life he probably gave you at least one character or book you enjoyed based on something he wrote. He’s been writing for over 50 years now and is still going strong.These trigger warnings I mentioned above don’t bother me at all since they’re just words on paper to me. Remember my friends, be kind to each other, no matter where you stand on these political and COVID topics. Whether you agree or disagree, just treat each other with kindness. Trust me, it truly goes a very long way in life.Anywho, I loved this novel so much, and depending on how the rest of this year goes, “Holly” might very well end up being my favorite book of 2023. It was that extraordinary to me and just like the other novels featuring Holly, King did a wonderful job weaving a story within a story within a story with tons of little subtle references here and there. Everything from The Princess Bride, Blood Red Sky (I loved this movie on Netflix), Freddy Krueger, Carrie (lost my mind when he did this), and even The Haunting of Hill House all made me smile. I love it when King does things like this, especially with his own legendary work.The intro to “Holly” was a wild one and my goodness, King dialed up the horror with a very gross twist to things in this one. I made lots of weird faces with those insanely descriptive situations. In general, I was so happy to see Holly get her own novel and not only see what she’s been up to lately but also how she has evolved in the grand scheme of things.To finally get more of Holly’s backstory and fill in the gaps to what makes her tick was such a great thing to read. I have connected with Holly way before this novel came out and reading this solidified to me that she’s a rockstar. I just love the kind of person she is, how vulnerable she can be depending on what is going on at the moment, and just how she figures things out over time.Seeing Holly continuing to be Holly as she pieced things together in this horror mystery novel was a lot of fun. The suspense is all throughout this novel and besides Holly, I also enjoyed how King was able to include Jerome and his sister Barbara to also get updates on them which was nice to read. This is a big reason why I highly recommend reading those five novels I mentioned above since it’ll just make it more meaningful.Besides this incredible unique and disturbing story, King did a phenomenal job breaking down an underlying tone to “Holly” that was evident all throughout this novel. Seeing Holly process grief due to what she’s going through was engrossing. Everyone handles grief differently but to see such a complex and riveting character as Holly goes through this on top of trying to figure out what she’s investigating was nothing short of brilliance.It goes to show that no matter how strong, weird, or complicated someone is on the outside, grief like that affects everyone to some degree even as they vehemently deny it on the inside. Don’t worry, I won’t ruin anything for you but I just loved seeing Holly turn into the person she is now. Not only am I impressed but well, proud. I know that’ll sound weird but I literally went through a five-novel journey reading them all in a single week and feel like I know Holly. Even King said in recent interviews promoting this novel that there is a bit of Holly in him and well, everyone. I also feel the same as I’ve seen some of my tendencies of handling things as Holly would which makes her so relatable to me.Another thing I loved is how the presence of Bill Hodges so many moons ago impacted Holly so much that it is still helping her in the present. I swear, the quote that King put to open up this novel (“Sometimes the universe throws you a rope.” - Bill Hodges) just hits you from beginning to end. Speaking of which, my goodness, the climax to the ending was fantastic! The main antagonists in this one were pure evil and I loved how Holly handled everything in stride towards that stupendous ending.I was on the edge of my seat getting through that ending because I didn’t think that would ever happen and to see Holly do what she did totally made me scream YES!!! so many times in my head because it was so epic. It was quite the buildup and everything ended perfectly. I loved the ending, actually. Mainly because it ended the way it should have when it comes to Holly and the kind of character she has now become. As always with anything I read by King, I was left mesmerized as Holly is now one of my all-time favorite characters he’s ever created.I give “Holly” by Stephen King a 5/5 as it was so worth reading all five novels Holly was in before this one was published to enjoy watching her evolve into the person she is now. The horror, creepiness, and disturbing aspects of this novel were bloody magnificent. It probably isn’t a good idea to eat or drink anything while reading this one but at the end of it all, Holly rocks. I’m so glad King decided to give this influential character her own novel because this has been quite the reading journey I will never forget for the rest of my life. Finally, the last little thing King left me with besides all this awesomeness involving Holly is that I will never look at vanilla ice cream the same again. Ever.","1,098",70
Holly,Debbie Y,30,331,1,"⛧Considering the fact that I enjoyed the vast majority of 𝘚𝘵𝘦𝘱𝘩𝘦𝘯 𝘒𝘪𝘯𝘨's work, and that he just happens to be one of my favorite authors, I approach this review with frustration, as the highly anticipated 𝐇𝐨𝐥𝐥𝐲 has left me with nothing but a foul taste in my mouth. A week prior to its release, I heard about the controversy surrounding this book and became even more curious about it, so I decided to take a leap and see what it's all about. Reading it felt like opening the fridge at 3 AM while you're parched, just to realize the only offering is a half empty bottle of juice. You're not quite sure how long it's been open, yet your intuition tells you it has been a while. Your curiosity and desire for something cold overcomes your suspicion, so you get it closer to your nose. When your olfactory bulb fails to provide clarity about whether the juice has gone bad, you decide to take a sip and find out. Well, I sipped, I gagged. Here are my conclusions:𝘚𝘵𝘦𝘱𝘩𝘦𝘯 𝘒𝘪𝘯𝘨 used 𝐇𝐨𝐥𝐥𝐲 as a vehicle to shove his political views down the readers' throat. Mind you, I enjoy the blend of politics in fiction, when it's done with good taste and expands the mind. Most importantly, I respect other people's rights to think and see things differently. However, I was disappointed to find that 𝘚𝘵𝘦𝘱𝘩𝘦𝘯 𝘒𝘪𝘯𝘨 has failed to do the same by pointing his finger at people who think differently than him. The audacity. The excessive mentions of Covid, vaccines, masks, and the representation of those against it as the root of all evil, made it impossible for me to show a fragment of appreciation towards what could have been a barely mediocre detective thriller, yet ended up being a slow, toothless, formulated, preachy reading experience. The unnecessary, constant mention of Covid has served no purpose whatsoever to the plot of this book. In my opinion, it did the exact opposite. It buried it. Holly's character, who once held a spark which I quite liked in 𝘒𝘪𝘯𝘨's previous work, has been assassinated by her very own maker. 𝘒𝘪𝘯𝘨 has turned her into an intolerant, judgmental hypochondriac. Certain revelations regarding the villains from the get-go made the plot become even more mind-numbing and oh so predictable. This book exhausted my patience sorely and made me roll my eyes one too many times. It was the first time I ever wanted to abandon a book by 𝘚𝘵𝘦𝘱𝘩𝘦𝘯 𝘒𝘪𝘯𝘨 before reaching halfway through it, yet I decided to finish it in the hope it would get better. It didn't.""𝐃𝐞𝐬𝐭𝐫𝐨𝐲𝐢𝐧𝐠 𝐭𝐡𝐞 𝐢𝐭𝐜𝐡 𝐛𝐫𝐢𝐧𝐠𝐬 𝐫𝐞𝐥𝐢𝐞𝐟. 𝐃𝐨𝐞𝐬𝐧'𝐭 𝐢𝐭?... 𝐓𝐡𝐞𝐲 𝐝𝐨𝐧'𝐭 𝐭𝐞𝐚𝐜𝐡 𝐭𝐡𝐚𝐭 𝐚𝐭 𝐭𝐡𝐞 𝐜𝐨𝐥𝐥𝐞𝐠𝐞, 𝐝𝐨 𝐭𝐡𝐞𝐲? 𝐍𝐨. 𝐓𝐡𝐞 𝐢𝐝𝐞𝐚 𝐭𝐡𝐚𝐭 𝐭𝐡𝐞 𝐜𝐫𝐞𝐚𝐭𝐢𝐯𝐞 𝐢𝐦𝐩𝐮𝐥𝐬𝐞 𝐢𝐬 𝐚 𝐰𝐚𝐲 𝐭𝐨 𝐠𝐞𝐭 𝐫𝐢𝐝 𝐨𝐟 𝐩𝐨𝐢𝐬𝐨𝐧.""The only thing I liked in this book was this quote. I truly hope 𝘚𝘵𝘦𝘱𝘩𝘦𝘯 𝘒𝘪𝘯𝘨 has managed to destroy his own itch and get rid of some of his poison.",825,122
Holly,Cody | CodysBookshelf,752,261,5,"BREAKING: outspokenly liberal author Stephen King pens a novel about COVID and takes jabs at Trump’s inadequate handling of the crisis. King has NEVER mentioned politics in his books before, and I am outraged! How dare he cover a time period (2020-2021) in which politics was everything and everywhere all at once and actually mention *gasp* Trump by name! Not to mention the vaccines and mandates! (Seriously, the 1-star reviews on Amazon are fucking gold. Since when has politics NOT seeped into King’s fiction? It’s been there since ’Salem’s Lot, at least. I have no love or patience for those “offended moderates” who just want to escape the “real world” into … an art form that often reflects the real world? Because authors are real people living in the real world? The math ain’t mathin’.) And fuck it, I love Holly. The character and the novel. King’s caught some crap lately for his output, especially the crime stuff, and that’s valid. I get why it isn’t for everyone. But I love it, it’s always a fun ass time. I didn’t expect this one to get as dark as it does, sitting very comfortably with one foot in the crime-mystery genre and the other in the horror genre. This book even gave me a few bad dreams, something not all (or even many) of SK’s other releases have done.  I won’t go into specifics because spoilers, but yeah, if you’ve liked Holly’s previous adventures you’ll like this too. Reading the Hodges trilogy, The Outsider, and “If It Bleeds” is necessary. Otherwise you’ll be as lost as I was when I tried reading Insomnia before the Dark Tower series. (That’s a hint at what I’m about to reread with my best friend.)King still has it. And it’s OK to love his new releases.",659,27
Holly,The Loco Librarian,632,,1,"D.N.F. The first Stephen King book I have ever had to set down.First of all, please know I’m a HUGE fan of King’s books. I have read over half of his published works—love his writing, characters, stories.Holly was my favorite character… I was so excited for this book.However, this book is so chock full of blatant disrespect for people who have certain political views. Now hear me out, I don’t care what your political stance is—but let’s be clear on ONE thing—I will NOT tolerate DISRESPECT. I don’t care what party you classify as or which candidate you voted for—I don’t agree with disrespecting EITHER or ANY side. That is WRONG for ANYONE to do. Honestly man! This is supposed to be work of FICTION for crying out loud—I came here for IMAGINARY characters, events, etc. NOT to relive the VID or deal with political jabs at parties and individuals we disagree with. I am here to ESCAPE reality—not have to hear more hate and disunity.I am so disappointed…Mr. King, with all due respect, learn to RESPECT those you disagree with, that’s our way to unity.—Not hate. Not fighting. Not making fun of others. Not rude comments and jabs.Remember the old saying? —If you don’t have anything nice to say… don’t say anything at all. Be kind. Be better. Learn to listen, learn, respect—even when you disagree strongly. That’s when we become world changers, bearers of truth and light.",360,20
Holly,Emily May,"2,031",310k,3,"3 1/2 stars. After some thought, I have decided to round down on this one. I did enjoy it, but compared to King's other work it's definitely not a standout read.Here, King returns to 2021 and the middle of the COVID panic. Holly has OCD and so her approach to the virus-- sanitizing, masks, elbow-bumping --is even more extreme than most others during this period. I guess I'm finally at the point where I don't mind revisiting that shithole of a time, and it was interesting to see how much more paranoid someone with OCD could be. I hadn't considered that before.One thing that will likely determine whether or not readers like this book is how much you care about solving the mystery. Here, there is no mystery to solve for the reader. Right from the start, we are presented with both points of view-- the elderly couple kidnapping and killing (eating) people and Holly, who is investigating the disappearance of a young woman --and so we are bystanders watching this game of cat and mouse, not active participants in the detective work.I actually don't mind this, though. After years of reading mysteries and thrillers, a lot of twists and ""surprises"" fall flat, so I'm usually more interested in the characters and their motivations. I already liked Holly and was interested in her experiences of COVID, as well as her complex grief for her late mother, but I also really enjoyed the villains here. They were batshit, of course, but not without their own batshit reasons, which I found bizarrely convincing.Not King's best, but worth a read if you tolerate ick-factor and characters with very strong political views.",365,3
